date,home_team,away_team,tournament,neutral,elo_diff_pre,outcome
1971-12-01,Netherlands,Scotland,Friendly,False,101.7354982144866,H
1971-12-02,Costa Rica,Mexico,CONCACAF Championship,True,45.839253037005165,A
1971-12-04,Honduras,Mexico,CONCACAF Championship,True,-285.8492455469309,A
1971-12-04,Dominica,Grenada,Windward Islands Tournament,False,-185.28238574176635,H
1971-12-04,Sierra Leone,Nigeria,Friendly,False,-8.813345948622555,A
1971-12-04,Bulgaria,France,UEFA Euro qualification,False,76.73040287350909,H
1971-12-04,Cuba,Haiti,CONCACAF Championship,True,-286.45824143653977,D
1971-12-05,Trinidad and Tobago,Costa Rica,CONCACAF Championship,False,-235.85430771857045,H
1971-12-05,Kenya,Zambia,Friendly,False,44.28529455734383,H
1971-12-05,Tanzania,Burundi,Friendly,False,10.715462206665961,H
1971-12-05,Turkey,Poland,UEFA Euro qualification,False,-141.93569005187987,H
1971-12-08,Kenya,Zambia,Friendly,False,61.74974483676647,H
1971-12-08,Malta,Algeria,Friendly,False,-71.25109797142613,D
1971-12-09,Tanzania,China,Friendly,False,-193.99206922214967,D
1971-12-10,Kuwait,Iraq,AFC Asian Cup qualification,False,-15.291727365649422,D
1971-12-11,Bahrain,Lebanon,AFC Asian Cup qualification,True,-80.63902959455913,H
1971-12-11,Syria,Jordan,AFC Asian Cup qualification,True,164.82442335321775,D
1971-12-12,Myanmar,Vietnam Republic,Southeast Asian Peninsular Games,True,308.82987643651677,D
1971-12-12,Malaysia,Laos,Southeast Asian Peninsular Games,False,304.30243956605455,H
1971-12-12,Cambodia,Thailand,Southeast Asian Peninsular Games,True,37.80393128088485,D
1971-12-12,Burkina Faso,Togo,Friendly,False,53.5053007070826,A
1971-12-12,Kenya,Zambia,Friendly,False,78.2321043992772,A
1971-12-12,Tanzania,China,Friendly,False,-183.8569654012083,A
1971-12-13,Iraq,Sri Lanka,AFC Asian Cup qualification,True,210.42533313756758,H
1971-12-13,Jordan,Bahrain,AFC Asian Cup qualification,True,-71.45660521809282,H
1971-12-14,Vietnam Republic,Singapore,Southeast Asian Peninsular Games,True,196.63614767786703,H
1971-12-14,Kuwait,Lebanon,AFC Asian Cup qualification,False,137.00043231989252,H
1971-12-14,Laos,Cambodia,Southeast Asian Peninsular Games,True,-121.77849928978571,A
1971-12-14,Malaysia,Thailand,Southeast Asian Peninsular Games,False,234.81630249704085,H
1971-12-14,Malaysia,Cambodia,Southeast Asian Peninsular Games,False,194.5939455015416,H
1971-12-15,Myanmar,Singapore,Southeast Asian Peninsular Games,True,495.1120048614782,H
1971-12-15,Iraq,Bahrain,AFC Asian Cup qualification,True,187.62448839088188,H
1971-12-15,Thailand,Laos,Southeast Asian Peninsular Games,True,92.89585852148048,H
1971-12-16,Jordan,Sri Lanka,AFC Asian Cup qualification,True,36.17213862367453,H
1971-12-17,Kuwait,Syria,AFC Asian Cup qualification,False,68.47882497976047,D
1971-12-17,Malaysia,Vietnam Republic,Southeast Asian Peninsular Games,False,147.6212704509653,H
1971-12-17,Myanmar,Thailand,Southeast Asian Peninsular Games,True,379.44215463676505,H
1971-12-18,Iraq,Jordan,AFC Asian Cup qualification,True,203.18299580235202,H
1971-12-18,Thailand,Vietnam Republic,Southeast Asian Peninsular Games,True,-94.78656644141665,D
1971-12-18,Malaysia,Myanmar,Southeast Asian Peninsular Games,False,-128.17121598867948,A
1971-12-19,Lebanon,Syria,AFC Asian Cup qualification,True,-97.41019848544761,H
1971-12-19,Niger,Libya,Friendly,False,-33.966521619688365,A
1971-12-19,Senegal,Mali,Friendly,False,60.60854844254277,H
1971-12-20,Bahrain,Sri Lanka,AFC Asian Cup qualification,True,67.3014830406496,H
1971-12-21,Kuwait,Jordan,AFC Asian Cup qualification,False,183.97543725298374,H
1971-12-22,Iraq,Lebanon,AFC Asian Cup qualification,True,180.279203926347,H
1971-12-24,Kuwait,Iraq,AFC Asian Cup qualification,False,-50.4996407295348,A
1971-12-24,Lebanon,Jordan,AFC Asian Cup qualification,True,48.473594455876764,H
1972-01-01,Algeria,Palestine,Palestine Cup,True,73.40434263295697,H
1972-01-01,Iraq,Egypt,Palestine Cup,False,45.07197865593275,D
1972-01-01,Kuwait,Libya,Palestine Cup,True,-38.43206715448241,H
1972-01-01,Syria,Yemen DPR,Palestine Cup,True,-9.457107421462979,H
1972-01-01,Zambia,China,Friendly,False,-17.109785353380857,D
1972-01-04,Algeria,Qatar,Palestine Cup,True,93.28369880245145,H
1972-01-04,Palestine,Syria,Palestine Cup,True,-61.59828263684744,A
1972-01-05,Iraq,Libya,Palestine Cup,False,261.01162815107864,H
1972-01-05,Egypt,Kuwait,Palestine Cup,True,224.9368355791196,H
1972-01-06,Palestine,Yemen DPR,Palestine Cup,True,-58.791159908644204,A
1972-01-06,Syria,Qatar,Palestine Cup,True,83.76487587688098,H
1972-01-07,Egypt,Libya,Palestine Cup,True,239.04410023411583,D
1972-01-07,Iraq,Kuwait,Palestine Cup,False,285.37298241242684,H
1972-01-08,Algeria,Syria,Palestine Cup,True,36.800154817371094,A
1972-01-08,Qatar,Yemen DPR,Palestine Cup,True,-67.79122347782732,A
1972-01-09,Burkina Faso,Nigeria,Friendly,False,-71.74172934585431,D
1972-01-09,Senegal,Congo,Friendly,False,86.45546252212853,A
1972-01-10,Algeria,Yemen DPR,Palestine Cup,True,46.985245027518886,H
1972-01-10,Palestine,Qatar,Palestine Cup,True,-3.861600428277825,H
1972-01-12,Egypt,Syria,Palestine Cup,True,164.81649911640056,H
1972-01-12,Spain,Hungary,Friendly,False,19.267704464178678,H
1972-01-12,Guinea,Congo,Friendly,False,125.27561010956447,A
1972-01-12,Iraq,Algeria,Palestine Cup,False,195.78838572065274,H
1972-01-13,Algeria,Syria,Palestine Cup,True,27.90524716700952,H
1972-01-14,Iraq,Egypt,Palestine Cup,False,55.77860793694413,A
1972-01-18,Somalia,China,Friendly,False,-159.85309178277384,A
1972-01-20,Togo,Benin,Friendly,False,92.95376228407599,H
1972-01-27,Mexico,Chile,Friendly,False,163.29023789607618,H
1972-01-30,Nigeria,Guinea,Friendly,False,97.1035082155613,D
1972-02-06,Congo,Benin,Friendly,False,211.49404147167252,D
1972-02-07,Congo,Guinea,Friendly,False,93.48213590435375,D
1972-02-09,Haiti,Chile,Friendly,False,63.21014536183361,H
1972-02-13,Cameroon,Nigeria,Friendly,False,38.62266707411277,A
1972-02-13,Guadeloupe,Haiti,Friendly,False,-16.78684330615556,D
1972-02-15,Martinique,Haiti,Friendly,False,30.889637873905713,D
1972-02-16,Greece,Netherlands,Friendly,False,-25.29585291024773,A
1972-02-16,Northern Ireland,Spain,UEFA Euro qualification,True,-129.40363877932782,D
1972-02-17,Senegal,Morocco,Friendly,False,37.35328748308143,A
1972-02-20,Nigeria,Morocco,Friendly,False,88.91087943592424,H
1972-02-20,Tunisia,Austria,Friendly,False,-8.715242576251967,D
1972-02-23,Cameroon,Kenya,African Cup of Nations,False,86.76075870386512,H
1972-02-23,Israel,Norway,Friendly,False,350.5678791918299,H
1972-02-24,Mali,Togo,African Cup of Nations,True,55.617134614964016,D
1972-02-25,Congo,Morocco,African Cup of Nations,True,-9.879614485757429,D
1972-02-25,Sudan,DR Congo,African Cup of Nations,True,-69.69442536351607,D
1972-02-26,Cameroon,Togo,African Cup of Nations,False,126.01197295731208,H
1972-02-26,Kenya,Mali,African Cup of Nations,True,-46.196989288705936,D
1972-02-27,Congo,DR Congo,African Cup of Nations,True,-138.70751865157058,A
1972-02-27,Morocco,Sudan,African Cup of Nations,True,-70.45232096559289,D
1972-02-28,Cameroon,Mali,African Cup of Nations,False,106.10145095178882,D
1972-02-28,Kenya,Togo,African Cup of Nations,True,29.254208258412064,D
1972-02-29,Congo,Sudan,African Cup of Nations,True,-97.18598799327333,H
1972-02-29,Morocco,DR Congo,African Cup of Nations,True,-148.52477214956775,D
1972-03-02,Cameroon,Congo,African Cup of Nations,False,39.100890793359895,A
1972-03-02,Mali,DR Congo,African Cup of Nations,True,-179.6447008168816,H
1972-03-02,Algeria,Guinea,FIFA World Cup qualification,False,93.48435936619853,H
1972-03-04,Cameroon,DR Congo,African Cup of Nations,False,-79.27091381181094,H
1972-03-04,Greece,Italy,Friendly,False,-293.936102251266,H
1972-03-05,Congo,Mali,African Cup of Nations,True,43.10498162087424,H
1972-03-12,Guinea,Algeria,FIFA World Cup qualification,False,77.02599657911514,H
1972-03-15,Algeria,Malta,Friendly,False,305.63719948077005,H
1972-03-16,Saudi Arabia,Kuwait,Gulf Cup,False,90.76653030256375,D
1972-03-17,Qatar,United Arab Emirates,Gulf Cup,True,-113.15691185802848,A
1972-03-18,Bahrain,Kuwait,Gulf Cup,True,-48.0272943778175,A
1972-03-19,Saudi Arabia,United Arab Emirates,Gulf Cup,False,51.37549634545985,H
1972-03-21,Bahrain,Qatar,Gulf Cup,True,34.553697779774666,H
1972-03-22,Kuwait,United Arab Emirates,Gulf Cup,True,11.678406642186246,H
1972-03-24,Saudi Arabia,Qatar,Gulf Cup,False,234.42632255253216,H
1972-03-25,Bahrain,United Arab Emirates,Gulf Cup,True,-17.214655837491136,H
1972-03-26,Kuwait,Qatar,Gulf Cup,True,190.9379528530378,H
1972-03-28,Saudi Arabia,Bahrain,Gulf Cup,False,137.16971771691647,H
1972-03-29,Bulgaria,Russia,Friendly,False,-99.65084996739165,D
1972-03-29,Colombia,Peru,Friendly,False,-195.58843961681396,D
1972-03-29,Hungary,Germany,Friendly,False,-18.674557764641804,A
1972-03-29,Portugal,Cyprus,FIFA World Cup qualification,False,489.82510689871583,H
1972-04-02,Jamaica,Cuba,Friendly,False,52.99449219041617,H
1972-04-03,Guernsey,Alderney,Muratti Vase,False,466.8373221122074,H
1972-04-05,Mexico,Peru,Friendly,False,195.75720088779667,H
1972-04-08,Romania,France,Friendly,False,152.81732033274307,H
1972-04-08,Poland,German DR,Friendly,False,10.520172123426164,H
1972-04-08,Czechoslovakia,Austria,Friendly,False,152.52824906471142,H
1972-04-12,Greece,Spain,Friendly,False,-127.0251502676374,D
1972-04-15,Haiti,Puerto Rico,CONCACAF Championship qualification,False,483.18149103911514,H
1972-04-19,Ghana,Ivory Coast,Friendly,False,198.6343435908684,A
1972-04-19,Russia,Peru,Friendly,False,339.6323488923938,H
1972-04-23,Puerto Rico,Haiti,CONCACAF Championship qualification,False,-291.0569465448459,A
1972-04-23,Romania,Peru,Friendly,False,200.07078339756822,D
1972-04-26,Scotland,Peru,Friendly,False,97.7731842426424,H
1972-04-26,Switzerland,Sweden,Friendly,False,-25.035135072549565,D
1972-04-26,Brazil,Paraguay,Friendly,False,483.70139373331267,H
1972-04-26,Czechoslovakia,Luxembourg,Friendly,False,633.4777126015035,H
1972-04-29,England,Germany,UEFA Euro qualification,False,76.23042588778867,A
1972-04-29,Hungary,Romania,UEFA Euro qualification,False,178.97740533847377,D
1972-04-29,Italy,Belgium,UEFA Euro qualification,False,275.46874595718145,D
1972-04-29,Madagascar,Tanzania,Friendly,False,164.71283047234624,A
1972-04-30,Austria,Malta,FIFA World Cup qualification,False,386.8579813165088,H
1972-04-30,Lesotho,Zambia,FIFA World Cup qualification,False,-40.50254813441825,D
1972-04-30,Yugoslavia,Russia,UEFA Euro qualification,False,-25.762925788091934,D
1972-05-03,Netherlands,Peru,Friendly,False,143.24737261275823,H
1972-05-06,Hungary,Malta,FIFA World Cup qualification,False,515.367104380507,H
1972-05-07,Iran,Cambodia,AFC Asian Cup,True,196.20755814908102,H
1972-05-07,South Korea,Iraq,AFC Asian Cup,True,-26.870613697650015,D
1972-05-07,Ethiopia,Greece,Friendly,False,6.242733356878489,A
1972-05-08,Thailand,Kuwait,AFC Asian Cup,False,-71.52520943359536,A
1972-05-09,Iran,Iraq,AFC Asian Cup,True,-42.13174111555145,H
1972-05-09,Jersey,Guernsey,Muratti Vase,False,283.9072917441597,A
1972-05-10,Cambodia,South Korea,AFC Asian Cup,True,-251.96706008449019,A
1972-05-10,Cyprus,Portugal,FIFA World Cup qualification,False,-298.2657550715128,A
1972-05-10,Poland,Switzerland,Friendly,False,178.40502983850843,D
1972-05-11,Thailand,Iraq,AFC Asian Cup,False,-164.49340782124773,D
1972-05-12,South Korea,Kuwait,AFC Asian Cup,True,75.83107082625679,A
1972-05-13,Russia,Yugoslavia,UEFA Euro qualification,False,222.80228368923076,H
1972-05-13,Thailand,Iran,AFC Asian Cup,False,-209.39607131596404,A
1972-05-13,Germany,England,UEFA Euro qualification,False,196.72684457046444,D
1972-05-13,Belgium,Italy,UEFA Euro qualification,False,-49.06763631136664,H
1972-05-14,Cambodia,Kuwait,AFC Asian Cup,True,-239.74590184719523,H
1972-05-14,Romania,Hungary,UEFA Euro qualification,False,36.553411738358136,D
1972-05-14,Sweden,Czechoslovakia,Friendly,False,92.24253232229171,A
1972-05-16,Iran,Cambodia,AFC Asian Cup,True,235.11457832236465,H
1972-05-17,Hungary,Romania,UEFA Euro qualification,True,67.6394963218122,H
1972-05-17,Kenya,Madagascar,Friendly,False,150.66400252158837,A
1972-05-17,Thailand,South Korea,AFC Asian Cup,False,-177.26074957917513,D
1972-05-18,Belgium,Iceland,FIFA World Cup qualification,False,583.7309575331708,H
1972-05-19,Iran,South Korea,AFC Asian Cup,True,77.20526061623104,H
1972-05-19,Thailand,Cambodia,AFC Asian Cup,False,24.684564567132156,D
1972-05-20,Wales,England,British Home Championship,False,-258.7454433761184,A
1972-05-20,Scotland,Northern Ireland,British Home Championship,False,109.93133735771221,H
1972-05-22,Belgium,Iceland,FIFA World Cup qualification,False,588.7652437651707,H
1972-05-22,Mauritius,Uganda,Friendly,False,165.87047558384143,A
1972-05-23,England,Northern Ireland,British Home Championship,False,392.2631463603843,A
1972-05-23,Spain,Uruguay,Friendly,False,135.4839764230544,H
1972-05-24,Scotland,Wales,British Home Championship,False,226.95246474256555,H
1972-05-25,Argentina,Paraguay,Friendly,False,212.38200495436968,D
1972-05-25,Sweden,Hungary,FIFA World Cup qualification,False,7.986672823643175,D
1972-05-26,Germany,Russia,Friendly,False,186.35221250597692,H
1972-05-27,Scotland,England,British Home Championship,False,-117.56054252289823,A
1972-05-27,Wales,Northern Ireland,British Home Championship,False,-19.355366741940998,D
1972-05-27,German DR,Uruguay,Friendly,False,160.85805752923625,H
1972-05-28,Finland,Norway,Nordic Championship,False,5.691368914734085,D
1972-05-28,Mauritius,Uganda,Friendly,False,136.98707829568707,A
1972-05-31,Chile,Argentina,Copa Carlos Dittborn,False,-14.520236155732164,A
1972-05-31,German DR,Uruguay,Friendly,False,172.2077509368819,D
1972-05-31,Liberia,Guinea,Friendly,False,-101.811335390963,A
1972-05-31,Sierra Leone,Ghana,Friendly,False,-140.47927043206982,H
1972-06-01,Puerto Rico,Panama,Friendly,False,-2.5827512518276308,D
1972-06-04,Zambia,Lesotho,FIFA World Cup qualification,False,235.86052911301977,H
1972-06-05,Tunisia,Algeria,Friendly,False,75.94007705595891,H
1972-06-05,Indonesia,Myanmar,Indonesia Tournament,False,-111.09442222897178,H
1972-06-06,Peru,Colombia,Friendly,False,360.4124261812751,D
1972-06-06,Togo,DR Congo,FIFA World Cup qualification,False,-63.34428726380543,D
1972-06-06,Cambodia,Singapore,Indonesia Tournament,True,180.9444615624136,H
1972-06-07,Denmark,Finland,Nordic Championship,False,315.4862205154452,H
1972-06-07,Russia,Bulgaria,Friendly,False,302.58363193221066,H
1972-06-08,Cambodia,Thailand,Indonesia Tournament,True,92.55603713198047,H
1972-06-08,Philippines,Singapore,Indonesia Tournament,True,-61.52940098438762,H
1972-06-09,Myanmar,Sri Lanka,Indonesia Tournament,True,442.04996843469826,H
1972-06-09,Laos,Malaysia,Indonesia Tournament,True,-277.8031431025513,A
1972-06-10,Kenya,Uganda,Friendly,False,101.77179773567332,H
1972-06-10,Austria,Sweden,FIFA World Cup qualification,False,56.889525723082215,H
1972-06-11,Bolivia,Peru,Brazil Independence Cup,True,-94.87623592067075,A
1972-06-11,Myanmar,Laos,Indonesia Tournament,True,514.0624059848979,H
1972-06-11,Ecuador,Portugal,Brazil Independence Cup,True,-329.5126708792611,A
1972-06-11,Iran,Republic of Ireland,Brazil Independence Cup,True,308.52183527635475,A
1972-06-11,Paraguay,Venezuela,Brazil Independence Cup,True,311.68015231817435,H
1972-06-12,Philippines,Thailand,Indonesia Tournament,True,-134.21872298726862,H
1972-06-13,Laos,Sri Lanka,Indonesia Tournament,True,-68.41985941062649,A
1972-06-14,Norway,Uruguay,Friendly,False,-229.43673354606062,A
1972-06-14,Iran,Portugal,Brazil Independence Cup,True,8.325815068049906,A
1972-06-14,Paraguay,Peru,Brazil Independence Cup,True,41.42186858064747,H
1972-06-14,Chile,Ecuador,Brazil Independence Cup,True,282.06224611473,H
1972-06-14,Belgium,Germany,UEFA Euro,False,-138.34628236666504,A
1972-06-14,Hungary,Russia,UEFA Euro,True,-68.34021084628807,A
1972-06-14,Venezuela,Yugoslavia,Brazil Independence Cup,True,-397.69049003074133,A
1972-06-15,Myanmar,Malaysia,Indonesia Tournament,True,229.13161144141645,D
1972-06-16,Benin,Congo,Friendly,False,-72.87626317398076,H
1972-06-17,Romania,Italy,Friendly,False,-30.1062218173804,D
1972-06-17,Belgium,Hungary,UEFA Euro,False,35.81140065504451,H
1972-06-18,Benin,Ghana,FIFA World Cup qualification,True,-176.8799586294897,A
1972-06-18,Bolivia,Yugoslavia,Brazil Independence Cup,True,-253.0951255842608,D
1972-06-18,Chile,Portugal,Brazil Independence Cup,True,-83.08755035087574,A
1972-06-18,Colombia,France,Brazil Independence Cup,True,-298.66091108870546,A
1972-06-18,Ecuador,Republic of Ireland,Brazil Independence Cup,True,-99.26881696292298,A
1972-06-18,Germany,Russia,UEFA Euro,True,96.60744086048658,H
1972-06-18,Peru,Venezuela,Brazil Independence Cup,True,279.25323971220587,H
1972-06-19,Myanmar,Cambodia,Indonesia Tournament,True,283.39208275441024,A
1972-06-20,DR Congo,Togo,FIFA World Cup qualification,False,256.13125154599925,H
1972-06-21,Finland,Albania,FIFA World Cup qualification,False,-28.38963008570863,H
1972-06-21,Chile,Republic of Ireland,Brazil Independence Cup,True,161.75870845884333,H
1972-06-21,Ecuador,Iran,Brazil Independence Cup,True,-340.426791794702,D
1972-06-21,Bolivia,Venezuela,Brazil Independence Cup,True,173.42746669872076,D
1972-06-21,Bulgaria,Italy,Friendly,False,-69.03980476598986,D
1972-06-22,Argentina,Colombia,Brazil Independence Cup,True,418.48177729676854,H
1972-06-22,Paraguay,Yugoslavia,Brazil Independence Cup,True,-55.73546588539807,A
1972-06-23,Singapore,Sri Lanka,Friendly,False,-10.04918012693156,H
1972-06-25,Argentina,France,Brazil Independence Cup,True,115.03341835927631,D
1972-06-25,Bolivia,Paraguay,Brazil Independence Cup,True,-173.00363278922464,A
1972-06-25,Chile,Iran,Brazil Independence Cup,True,-37.96939024003859,H
1972-06-25,Republic of Ireland,Portugal,Brazil Independence Cup,True,-293.5058243575438,A
1972-06-25,Peru,Yugoslavia,Brazil Independence Cup,True,-131.20363623045432,A
1972-06-28,Brazil,Czechoslovakia,Brazil Independence Cup,False,382.6600819788255,D
1972-06-29,Uruguay,Russia,Brazil Independence Cup,True,-169.3131627252003,A
1972-06-29,Sweden,Denmark,Nordic Championship,False,300.2726094724544,H
1972-06-29,Argentina,Portugal,Brazil Independence Cup,True,30.01247230404374,A
1972-06-29,Scotland,Yugoslavia,Brazil Independence Cup,True,-101.96179180779882,D
1972-07-02,Argentina,Russia,Brazil Independence Cup,True,-131.30536316395796,H
1972-07-02,Brazil,Yugoslavia,Brazil Independence Cup,False,374.1985122926965,H
1972-07-02,DR Congo,Guinea,Friendly,False,135.45616958819755,H
1972-07-02,Czechoslovakia,Scotland,Brazil Independence Cup,True,108.9703393422642,D
1972-07-02,Ghana,Benin,FIFA World Cup qualification,False,319.3403752003053,H
1972-07-02,Portugal,Uruguay,Brazil Independence Cup,True,73.31025346387537,D
1972-07-03,Iceland,Denmark,Friendly,False,-137.33253335578752,A
1972-07-04,Tanzania,Sudan,Friendly,False,-89.56670225319635,H
1972-07-05,Brazil,Scotland,Brazil Independence Cup,False,468.5018557796027,H
1972-07-06,Tanzania,Nigeria,Friendly,False,-65.78118804084193,D
1972-07-06,Portugal,Russia,Brazil Independence Cup,True,-95.14556501422817,H
1972-07-06,Argentina,Uruguay,Brazil Independence Cup,True,71.73982080092742,H
1972-07-06,Czechoslovakia,Yugoslavia,Brazil Independence Cup,True,16.469606514776842,A
1972-07-06,Malawi,Lesotho,Friendly,False,63.01651072290201,H
1972-07-08,Malawi,Lesotho,Friendly,False,79.42825074938196,H
1972-07-09,Brazil,Portugal,Brazil Independence Cup,False,350.20664397008704,H
1972-07-09,Argentina,Yugoslavia,Brazil Independence Cup,True,18.696368299643154,A
1972-07-09,Uganda,Sudan,Friendly,False,-14.73056957657218,H
1972-07-11,Zanzibar,Nigeria,Friendly,False,-308.8562221686336,A
1972-07-12,Japan,Cambodia,Merdeka Tournament,True,96.77793965833189,H
1972-07-12,Iceland,Faroe Islands,Friendly,False,-177.74334155460224,H
1972-07-12,Malaysia,Sri Lanka,Merdeka Tournament,False,328.4060753125816,H
1972-07-13,Indonesia,Singapore,Merdeka Tournament,True,349.9994644753822,D
1972-07-14,Malaysia,Philippines,Merdeka Tournament,False,418.0288308682068,H
1972-07-15,Hong Kong,South Korea,Merdeka Tournament,True,-281.1964203622597,D
1972-07-15,Singapore,Thailand,Merdeka Tournament,True,-78.14982306958109,A
1972-07-16,Cambodia,Philippines,Merdeka Tournament,True,266.8076318514097,D
1972-07-16,Finland,Russia,Friendly,False,-452.27518502753196,D
1972-07-16,Japan,Sri Lanka,Merdeka Tournament,True,323.5003583075786,H
1972-07-16,Kenya,Sudan,FIFA World Cup qualification,False,28.04103296188282,H
1972-07-17,South Korea,Thailand,Merdeka Tournament,True,245.60017267392118,H
1972-07-17,Hong Kong,Singapore,Merdeka Tournament,True,97.6758188404026,H
1972-07-18,Japan,Philippines,Merdeka Tournament,True,400.20935948002125,H
1972-07-19,Indonesia,Thailand,Merdeka Tournament,True,240.19037617216168,H
1972-07-19,Malaysia,Cambodia,Merdeka Tournament,False,165.86840367773357,H
1972-07-19,South Korea,Singapore,Merdeka Tournament,True,386.65770545554346,H
1972-07-20,Philippines,Sri Lanka,Merdeka Tournament,True,-65.68366610324938,H
1972-07-21,Hong Kong,Indonesia,Merdeka Tournament,True,-233.86484686162225,H
1972-07-22,Cambodia,Sri Lanka,Merdeka Tournament,True,201.33950369888703,H
1972-07-22,Malaysia,Japan,Merdeka Tournament,False,24.661890430916856,H
1972-07-23,Indonesia,South Korea,Merdeka Tournament,True,-45.92162536095839,A
1972-07-23,Hong Kong,Thailand,Merdeka Tournament,True,42.16598167458778,D
1972-07-23,Sudan,Kenya,FIFA World Cup qualification,False,116.79099468684058,H
1972-07-25,Singapore,Sri Lanka,Merdeka Tournament,True,-48.970008745146515,H
1972-07-26,Japan,South Korea,Merdeka Tournament,True,1.8572394004886519,A
1972-07-27,Uganda,Tanzania,Friendly,False,148.68151195998576,D
1972-07-28,Cambodia,Hong Kong,Merdeka Tournament,True,116.06764871789824,H
1972-07-29,Philippines,Thailand,Merdeka Tournament,True,-64.43488611193993,A
1972-07-29,Malaysia,South Korea,Merdeka Tournament,False,41.93994583290305,A
1972-08-02,Indonesia,Philippines,Friendly,True,294.4680163726173,H
1972-08-02,Singapore,Sri Lanka,Friendly,False,119.43125238497805,H
1972-08-03,Norway,Iceland,FIFA World Cup qualification,False,197.04861338962928,H
1972-08-04,Hong Kong,Sri Lanka,Friendly,True,151.3504512127613,H
1972-08-04,Japan,Philippines,Friendly,True,360.3719165319876,H
1972-08-05,Nigeria,Congo,FIFA World Cup qualification,False,71.43948029137323,H
1972-08-06,Costa Rica,Mexico,Friendly,False,8.218719024076563,H
1972-08-06,Indonesia,Japan,Friendly,True,-58.95252076275756,H
1972-08-06,Singapore,Hong Kong,Friendly,False,-11.051984739385944,A
1972-08-06,Sweden,Russia,Friendly,False,-28.05024016710422,D
1972-08-08,Cambodia,Indonesia,Friendly,True,-59.396692496302876,A
1972-08-09,Peru,Mexico,Friendly,False,-22.177179707356572,H
1972-08-10,Hong Kong,Cambodia,Friendly,True,-99.36576954734983,H
1972-08-15,Congo,Nigeria,FIFA World Cup qualification,False,96.67130851396064,D
1972-08-16,Chile,Mexico,Friendly,False,22.752595633225837,A
1972-08-20,Canada,United States,CONCACAF Championship qualification,False,195.1845722572864,H
1972-08-24,Canada,Mexico,CONCACAF Championship qualification,False,-107.63341951488064,A
1972-08-29,United States,Canada,CONCACAF Championship qualification,False,0.5907331560113107,D
1972-08-30,Czechoslovakia,Netherlands,Friendly,False,170.507329312823,A
1972-09-02,Greece,France,Friendly,False,-33.271327165466346,A
1972-09-02,Guatemala,Canada,Friendly,False,210.19437173338247,D
1972-09-03,Mexico,United States,CONCACAF Championship qualification,False,428.0607031097545,H
1972-09-03,Romania,Austria,Friendly,False,111.367511207397,D
1972-09-03,Sri Lanka,China,Friendly,False,-416.34372455048356,A
1972-09-06,Mexico,Canada,CONCACAF Championship qualification,False,326.7230929104155,H
1972-09-10,United States,Mexico,CONCACAF Championship qualification,False,-239.08683690617295,A
1972-09-12,Sri Lanka,China,Friendly,False,-419.6808124501242,A
1972-09-14,Japan,South Korea,Friendly,False,24.500075971249544,D
1972-09-17,Norway,Sweden,Nordic Championship,False,-223.07256260217628,A
1972-09-17,New Zealand,New Caledonia,Friendly,False,-97.87309102710196,H
1972-09-20,Cambodia,Malaysia,Korea Cup,True,-108.22204826896655,A
1972-09-20,Finland,Romania,FIFA World Cup qualification,False,-315.6159085645986,D
1972-09-20,Italy,Yugoslavia,Friendly,False,155.98938791756996,H
1972-09-20,South Korea,Thailand,Korea Cup,False,413.00169527045955,H
1972-09-21,Myanmar,Philippines,Korea Cup,True,478.07482108516797,H
1972-09-22,South Korea,Cambodia,Korea Cup,False,315.52093080886107,H
1972-09-22,Malaysia,Thailand,Korea Cup,True,235.5646684708165,D
1972-09-23,Myanmar,Indonesia,Korea Cup,True,143.92218781413203,D
1972-09-23,Philippines,Singapore,Korea Cup,True,-8.811542778080593,A
1972-09-24,Cambodia,Thailand,Korea Cup,True,91.24835580365266,D
1972-09-24,South Korea,Malaysia,Korea Cup,False,201.50056289972827,H
1972-09-25,Myanmar,Singapore,Korea Cup,True,440.88987065065044,H
1972-09-27,Cambodia,Philippines,Korea Cup,True,244.11103659841092,H
1972-09-27,South Korea,Myanmar,Korea Cup,False,76.43593932300632,A
1972-09-28,Indonesia,Malaysia,Korea Cup,True,12.188495881963036,H
1972-09-28,Singapore,Thailand,Korea Cup,True,-95.47240753940923,A
1972-09-30,Myanmar,Indonesia,Korea Cup,True,130.89410157909242,H
1972-09-30,South Korea,Malaysia,Korea Cup,False,226.44497414165517,H
1972-09-30,Martinique,Trinidad and Tobago,Friendly,False,224.21944483611037,A
1972-09-30,New Zealand,New Caledonia,Friendly,False,-53.2663248646154,H
1972-10-01,Costa Rica,El Salvador,Friendly,False,257.75996432967054,H
1972-10-03,Martinique,Trinidad and Tobago,Friendly,False,192.84874530147067,A
1972-10-04,Norway,Belgium,FIFA World Cup qualification,False,-281.40278469238,A
1972-10-04,Lesotho,Zambia,Friendly,False,-91.34077177458744,D
1972-10-04,Algeria,Turkey,Friendly,False,190.7507010731722,H
1972-10-04,Denmark,Switzerland,Friendly,False,-15.451140789217106,D
1972-10-05,Hong Kong,Singapore,Friendly,False,245.0532871485418,A
1972-10-07,German DR,Finland,FIFA World Cup qualification,False,549.9558718520568,H
1972-10-07,Indonesia,Australia,Friendly,False,20.258905445916525,A
1972-10-07,Luxembourg,Italy,FIFA World Cup qualification,False,-543.3152676360187,A
